POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Jackie Stewart,Tyrrell Ford,12,1:29:15.700,9
2,3,Francois Cevert,Tyrrell Ford,12,+30.100s,6
3,6,Clay Regazzoni,Ferrari,12,+37.100s,4
4,5,Mario Andretti,Ferrari,12,+125.000s,3
5,15,Ronnie Peterson,March Ford,12,+149.100s,2
6,25,Tim Schenken,Brabham Ford,12,+178.600s,1
7,7,John Surtees,Surtees Ford,12,+199.000s,0
8,9,Reine Wisell,Lotus Ford,12,+391.700s,0
9,24,Graham Hill,Brabham Ford,12,+397.000s,0
10,12,Rolf Stommelen,Surtees Ford,11,+1 lap,0
11,22,Vic Elford,BRM,11,+1 lap,0
12,17,Nanni Galli,March Alfa Romeo,10,+2 laps,0
NC,8,Emerson Fittipaldi,Lotus Ford,8,DNF,0
NC,21,Jo Siffert,BRM,6,DNF,0
NC,10,Chris Amon,Matra,6,DNF,0
NC,20,Peter Gethin,McLaren Ford,5,DNF,0
NC,14,Henri Pescarolo,March Ford,5,DNF,0
DQ,28,Mike Beuttler,March Ford,3,DSQ,0
NC,18,Denny Hulme,McLaren Ford,3,DNF,0
NC,16,Andrea de Adamich,March Alfa Romeo,2,DNF,0
NC,23,Howden Ganley,BRM,2,DNF,0
NC,4,Jacky Ickx,Ferrari,1,DNF,0
